Scenario,AnnotatedObstacleID,IsCollisionScenario,CollisionObstacleIDs,CleanedCollisionIDs,ExtremeRiskObstacleID,AnnotatedIDInCollisionIDs,AnnotatedIDIsOnlyCollisionID,AnnotatedIDIsExtremeRisk,CorrectlyIdentified,CorrectCollisionIdentification,JsonFormat
DEU_Schweitenkirchen-4_1_T-12,426,True,"[{'ObstacleID': '426', 'OverallRiskScore': 0}]",[426],431,True,True,False,True,True,True
DEU_Schweitenkirchen-5_1_T-36,625,True,"[{'ObstacleID': '625', 'OverallRiskScore': 0}]",[625],,True,True,False,True,True,True
DEU_Schwetzingen-10_1_T-5,20130,True,"[{'ObstacleID': '20130', 'OverallRiskScore': 0}]",[20130],,True,True,False,True,True,True
DEU_Schwetzingen-112_1_T-1,20046,True,"[{'ObstacleID': '20046', 'OverallRiskScore': 0}]",[20046],,True,True,False,True,True,True
DEU_Schwetzingen-174_1_T-4,20111,True,"[{'ObstacleID': '20111', 'OverallRiskScore': 0}]",[20111],,True,True,False,True,True,True
DEU_Schwetzingen-180_1_T-2,20094,False,[],[],20094,False,False,True,True,False,True
DEU_Schwetzingen-74_1_T-4,20064,True,"[{'ObstacleID': '20064', 'OverallRiskScore': 0}]",[20064],,True,True,False,True,True,True
DEU_Weimar-57_1_T-1,17,False,[],[],17,False,False,True,True,False,True
DEU_Weimar-68_1_T-3,60,True,"[{'ObstacleID': '60', 'OverallRiskScore': 0}]",[60],71,True,True,False,True,True,True
DEU_Wolfsburg-39_1_T-8,20148,True,"[{'ObstacleID': '20148', 'OverallRiskScore': 0}]",[20148],,True,True,False,True,True,True
ESP_Barcelona-10_44_T-1,30749,False,[],[],30749,False,False,True,True,False,True
ESP_Barcelona-12_43_T-1,30716,True,"[{'ObstacleID': '30716', 'OverallRiskScore': 0}]",[30716],,True,True,False,True,True,True
ESP_Barcelona-21_6_T-1,30681,True,"[{'ObstacleID': '30681', 'OverallRiskScore': 0}]",[30681],,True,True,False,True,True,True
ESP_Barcelona-38_52_T-1,30739,True,"[{'ObstacleID': '30739', 'OverallRiskScore': 0}]",[30739],30723,True,True,False,True,True,True
ESP_Barcelona-39_11_T-1,30813,False,[],[],,False,False,False,False,False,True
ESP_Barcelona-39_27_T-1,30810,True,"[{'ObstacleID': '30810', 'OverallRiskScore': 0}]",[30810],,True,True,False,True,True,True
ESP_Barcelona-3_13_T-1,30764,True,"[{'ObstacleID': '30764', 'OverallRiskScore': 0}]",[30764],,True,True,False,True,True,True
ESP_Barcelona-3_6_T-1,30764,True,"[{'ObstacleID': '30764', 'OverallRiskScore': 0}]",[30764],,True,True,False,True,True,True
ESP_Barcelona-44_19_T-1,30743,True,"[{'ObstacleID': '30743', 'OverallRiskScore': 0}]",[30743],,True,True,False,True,True,True
ESP_Barcelona-44_27_T-1,30760,True,"[{'ObstacleID': '30760', 'OverallRiskScore': 0}]",[30760],30743,True,True,False,True,True,True
ESP_Barcelona-49_21_T-1,30784,True,"[{'ObstacleID': '30784', 'OverallRiskScore': 0}]",[30784],,True,True,False,True,True,True
ESP_Barcelona-6_18_T-1,30746,False,[],[],30746,False,False,True,True,False,True
ESP_Bilbao-13_20_T-1,30801,False,[],[],30801,False,False,True,True,False,True
ESP_Bilbao-23_16_T-1,30921,False,[],[],30921,False,False,True,True,False,True
ESP_Bilbao-6_9_T-1,30693,True,"[{'ObstacleID': '30693', 'OverallRiskScore': 0}]",[30693],,True,True,False,True,True,True
ESP_Ceuta-5_2_T-1,325,True,"[{'ObstacleID': '325', 'OverallRiskScore': 0}]",[325],,True,True,False,True,True,True
ESP_Vigo-63_4_T-1,3044,False,[],[],3044,False,False,True,True,False,True
ESP_Vigo-70_2_T-1,3393,False,[],[],3393,False,False,True,True,False,True
ESP_Vigo-70_3_T-1,3395,False,[],[],3395,False,False,True,True,False,True
ESP_Vigo-99_21_T-1,3511,False,[],[],3515,False,False,False,False,False,True
ESP_Vigo-99_28_T-1,3517,False,[],[],3517,False,False,True,True,False,True
ESP_Vigo-99_34_T-1,3523,False,[],[],3523,False,False,True,True,False,True
FRA_Dijon-13_1_T-1,30374,False,[],[],30374,False,False,True,True,False,True
FRA_Dijon-24_4_T-1,30504,False,[],[],,False,False,False,False,False,True
FRA_Dijon-28_4_T-1,30532,True,"[{'ObstacleID': '30532', 'OverallRiskScore': 0}]",[30532],,True,True,False,True,True,True
GRC_ArchaioLimani-46_1_T-2,21,False,[],[],21,False,False,True,True,False,True
GRC_NeaSmyrni-117_1_T-6,20039,True,"[{'ObstacleID': '20039', 'OverallRiskScore': 0}]",[20039],,True,True,False,True,True,True
GRC_NeaSmyrni-154_1_T-2,20066,True,"[{'ObstacleID': '20066', 'OverallRiskScore': 0}]",[20066],,True,True,False,True,True,True
GRC_NeaSmyrni-31_1_T-12,20084,True,"[{'ObstacleID': '20084', 'OverallRiskScore': 0}]",[20084],,True,True,False,True,True,True
GRC_NeaSmyrni-73_1_T-10,20100,True,"[{'ObstacleID': '20100', 'OverallRiskScore': 0}]",[20100],,True,True,False,True,True,True
GRC_NeaSmyrni-87_1_T-1,20039,True,"[{'ObstacleID': '20039', 'OverallRiskScore': 0}]",[20039],,True,True,False,True,True,True
GRC_NeaSmyrni-98_1_T-1,20051,True,"[{'ObstacleID': '20051', 'OverallRiskScore': 0}]",[20051],,True,True,False,True,True,True
ITA_Empoli-2_5_T-1,358,False,[],[],39,False,False,False,False,False,True
ITA_Empoli-7_2_T-1,317,True,"[{'ObstacleID': '317', 'OverallRiskScore': 0}]",[317],,True,True,False,True,True,True
ITA_Siderno-5_3_T-1,344,False,[],[],344,False,False,True,True,False,True
USA_Austin-46_4_T-1,3277,False,[],[],3277,False,False,True,True,False,True
USA_Austin-64_7_T-1,3338,False,[],[],3338,False,False,True,True,False,True
USA_Austin-77_10_T-1,3349,True,"[{'ObstacleID': '3349', 'OverallRiskScore': 0}]",[3349],,True,True,False,True,True,True
USA_Austin-8_1_T-1,3301,False,[],[],3301,False,False,True,True,False,True
USA_Phoenix-17_14_T-1,3658,False,[],[],3658,False,False,True,True,False,True
USA_Phoenix-17_19_T-1,3667,False,[],[],,False,False,False,False,False,True
USA_Washington-12_15_T-1,30614,True,"[{'ObstacleID': '30614', 'OverallRiskScore': 0}]",[30614],30606,True,True,False,True,True,True
USA_Washington-12_38_T-1,30629,True,"[{'ObstacleID': '30629', 'OverallRiskScore': 0}]",[30629],,True,True,False,True,True,True
USA_Washington-32_46_T-1,30570,True,"[{'ObstacleID': '30570', 'OverallRiskScore': 0}]",[30570],,True,True,False,True,True,True
USA_Washington-34_15_T-1,30579,False,[],[],30579,False,False,True,True,False,True
