Scenario,AnnotatedObstacleID,CollisionObstacleIDs,CleanedCollisionIDs,ExtremeRiskObstacleID,AnnotatedIDInCollisionIDs,AnnotatedIDIsOnlyCollisionID,AnnotatedIDIsExtremeRisk,CorrectlyIdentified,JsonFormat
GRC_NeaSmyrni-73_1_T-10,20100,"[{'ObstacleID': 'None', 'OverallRiskScore': '0'}]",['None'],20090,False,False,False,False,True
GRC_NeaSmyrni-87_1_T-1,20039,"[{'ObstacleID': 'None', 'OverallRiskScore': 'None'}]",['None'],20039,False,False,True,True,True
GRC_NeaSmyrni-98_1_T-1,20051,"[{'ObstacleID': '20051', 'OverallRiskScore': '0'}]",[20051],20043,True,True,False,True,True
ITA_Empoli-2_5_T-1,358,"[{'ObstacleID': 'None', 'OverallRiskScore': '5'}]",['None'],358,False,False,True,True,True
ITA_Empoli-7_2_T-1,317,"[{'ObstacleID': '317', 'OverallRiskScore': '0'}]",[317],None,True,True,False,True,True
ITA_Siderno-5_3_T-1,344,"[{'ObstacleID': 'None', 'OverallRiskScore': '5'}]",['None'],344,False,False,True,True,True
USA_Austin-46_4_T-1,3277,"[{'ObstacleID': 'None', 'OverallRiskScore': 'None'}]",['None'],3277,False,False,True,True,True
USA_Austin-64_7_T-1,3338,"[{'ObstacleID': 'None', 'OverallRiskScore': '5'}]",['None'],3338,False,False,True,True,True
USA_Austin-77_10_T-1,3349,"[{'ObstacleID': 'None', 'OverallRiskScore': '5'}]",['None'],3349,False,False,True,True,True
USA_Austin-8_1_T-1,3301,"[{'ObstacleID': None, 'OverallRiskScore': '0'}]",[None],3301,False,False,True,True,True
USA_Phoenix-17_14_T-1,3658,"[{'ObstacleID': 'None', 'OverallRiskScore': '0'}]",['None'],3655,False,False,False,False,True
USA_Phoenix-17_19_T-1,3667,"[{'ObstacleID': '3667', 'OverallRiskScore': '0'}]",[3667],3662,True,True,False,True,True
USA_Washington-12_15_T-1,30614,"[{'ObstacleID': '30614', 'OverallRiskScore': '0'}]",[30614],30614,True,True,True,True,True
USA_Washington-12_38_T-1,30629,"[{'ObstacleID': 'None', 'OverallRiskScore': '0'}]",['None'],30629,False,False,True,True,True
USA_Washington-32_46_T-1,30570,"[{'ObstacleID': '30570', 'OverallRiskScore': '0'}]",[30570],30561,True,True,False,True,True
USA_Washington-34_15_T-1,30579,"[{'ObstacleID': 'None', 'OverallRiskScore': '0'}]",['None'],"[{'ObstacleID': '30579', 'OverallRiskScore': '1'}, {'ObstacleID': '30581', 'OverallRiskScore': '1'}]",False,False,False,False,True
