Scenario,AnnotatedObstacleID,CollisionObstacleIDs,CleanedCollisionIDs,ExtremeRiskObstacleID,AnnotatedIDInCollisionIDs,AnnotatedIDIsOnlyCollisionID,AnnotatedIDIsExtremeRisk,CorrectlyIdentified,JsonFormat
ESP_Vigo-70_2_T-1,3393,[],[],3393,False,False,True,True,True
ESP_Vigo-70_3_T-1,3395,[],[],3391,False,False,False,False,True
ESP_Vigo-99_21_T-1,3511,[],[],3515,False,False,False,False,True
ESP_Vigo-99_28_T-1,3517,"[{'ObstacleID': ['3511', '3515'], 'OverallRiskScore': 0}]","[['3511', '3515']]",3517,False,False,True,True,True
ESP_Vigo-99_34_T-1,3523,[],[],3523,False,False,True,True,True
FRA_Dijon-13_1_T-1,30374,"[{'ObstacleID': '30374', 'OverallRiskScore': '0'}]",[30374],,True,True,False,True,True
FRA_Dijon-24_4_T-1,30504,"[{'ObstacleID': '30504', 'OverallRiskScore': '0'}]",[30504],,True,True,False,True,True
FRA_Dijon-28_4_T-1,30532,[],[],30530,False,False,False,False,True
GRC_ArchaioLimani-46_1_T-2,21,[],[],21,False,False,True,True,True
GRC_NeaSmyrni-117_1_T-6,20039,[],[],20039,False,False,True,True,True
GRC_NeaSmyrni-154_1_T-2,20066,[],[],20066,False,False,True,True,True
GRC_NeaSmyrni-31_1_T-12,20084,[],[],20084,False,False,True,True,True
GRC_NeaSmyrni-73_1_T-10,20100,[],[],20090,False,False,False,False,True
GRC_NeaSmyrni-87_1_T-1,20039,[],[],20039,False,False,True,True,True
GRC_NeaSmyrni-98_1_T-1,20051,[],[],20051,False,False,True,True,True
ITA_Empoli-2_5_T-1,358,[],[],358,False,False,True,True,True
ITA_Empoli-7_2_T-1,317,[],[],317,False,False,True,True,True
ITA_Siderno-5_3_T-1,344,[],[],344,False,False,True,True,True
USA_Austin-46_4_T-1,3277,"[{'ObstacleID': '3277', 'OverallRiskScore': '0'}]",[3277],,True,True,False,True,True
USA_Austin-64_7_T-1,3338,[],[],3337,False,False,False,False,True
USA_Austin-77_10_T-1,3349,[],[],3349,False,False,True,True,True
USA_Austin-8_1_T-1,3301,[],[],3301,False,False,True,True,True
USA_Phoenix-17_14_T-1,3658,[],[],3655,False,False,False,False,True
USA_Phoenix-17_19_T-1,3667,[],[],3657,False,False,False,False,True
USA_Washington-12_15_T-1,30614,[],[],30614,False,False,True,True,True
USA_Washington-12_38_T-1,30629,[],[],30610,False,False,False,False,True
USA_Washington-32_46_T-1,30570,[],[],30561,False,False,False,False,True
USA_Washington-34_15_T-1,30579,[],[],30579,False,False,True,True,True
