Scenario,AnnotatedObstacleID,CollisionObstacleIDs,CleanedCollisionIDs,ExtremeRiskObstacleID,AnnotatedIDInCollisionIDs,AnnotatedIDIsOnlyCollisionID,AnnotatedIDIsExtremeRisk,CorrectlyIdentified,JsonFormat
DEU_Muehlhausen-10_5_T-1,315,[],[],315,False,False,True,True,True
DEU_Muehlhausen-5_1_T-1,330,[],[],,False,False,False,False,True
DEU_Nuremberg-24_13_T-1,30716,[],[],30716,False,False,True,True,True
DEU_Nuremberg-27_1_T-1,30628,"[{'ObstacleID': '30625', 'OverallRiskScore': 0}]",[30625],30628,False,False,True,True,True
DEU_Nuremberg-29_9_T-1,30786,[],[],30786,False,False,True,True,True
DEU_Nuremberg-30_6_T-1,30604,"[{'ObstacleID': '30603', 'OverallRiskScore': 0}, {'ObstacleID': '30604', 'OverallRiskScore': 0}]","[30603, 30604]",,True,False,False,False,True
DEU_Nuremberg-6_21_T-1,30803,[],[],30803,False,False,True,True,True
DEU_Nuremberg-6_34_T-1,30796,"[{'ObstacleID': '30787', 'OverallRiskScore': 0}, {'ObstacleID': '30819', 'OverallRiskScore': 0}]","[30787, 30819]",,False,False,False,False,True
DEU_Salzwedel-74_1_T-4,20071,[],[],20071,False,False,True,True,True
DEU_Salzwedel-80_1_T-2,20029,[],[],20029,False,False,True,True,True
DEU_Schopfloch-6_1_T-2,20057,[],[],20057,False,False,True,True,True
DEU_Schweitenkirchen-4_1_T-12,426,"[{'ObstacleID': '221', 'OverallRiskScore': 0}]",[221],426,False,False,True,True,True
DEU_Schweitenkirchen-5_1_T-36,625,"[{'ObstacleID': '60', 'OverallRiskScore': 0}, {'ObstacleID': '542', 'OverallRiskScore': 0}]","[60, 542]",625,False,False,True,True,True
DEU_Schwetzingen-10_1_T-5,20130,"[{'ObstacleID': '20130', 'OverallRiskScore': 0}]",[20130],,True,True,False,True,True
DEU_Schwetzingen-112_1_T-1,20046,"[{'ObstacleID': '20045', 'OverallRiskScore': 0}]",[20045],20046,False,False,True,True,True
DEU_Schwetzingen-174_1_T-4,20111,[],[],20111,False,False,True,True,True
DEU_Schwetzingen-180_1_T-2,20094,"[{'ObstacleID': '20080', 'OverallRiskScore': 0}]",[20080],20020,False,False,False,False,True
DEU_Schwetzingen-74_1_T-4,20064,[],[],20064,False,False,True,True,True
DEU_Weimar-57_1_T-1,17,"[{'ObstacleID': '17', 'OverallRiskScore': 0}, {'ObstacleID': '31', 'OverallRiskScore': 0}]","[17, 31]",22,True,False,False,False,True
DEU_Weimar-68_1_T-3,60,"[{'ObstacleID': '60', 'OverallRiskScore': 0}]",[60],,True,True,False,True,True
DEU_Wolfsburg-39_1_T-8,20148,[],[],,False,False,False,False,True
ESP_Barcelona-10_44_T-1,30749,[],[],30735,False,False,False,False,True
ESP_Barcelona-12_43_T-1,30716,[],[],30716,False,False,True,True,True
ESP_Barcelona-21_6_T-1,30681,"[{'ObstacleID': '30681', 'OverallRiskScore': 0}]",[30681],,True,True,False,True,True
ESP_Barcelona-38_52_T-1,30739,[],[],30734,False,False,False,False,True
ESP_Barcelona-39_11_T-1,30813,[],[],30813,False,False,True,True,True
ESP_Barcelona-39_27_T-1,30810,"[{'ObstacleID': '30807', 'OverallRiskScore': 0}]",[30807],30805,False,False,False,False,True
ESP_Barcelona-3_13_T-1,30764,[None],[None],30764,False,False,True,True,True
ESP_Barcelona-3_6_T-1,30764,"[{'ObstacleID': '30762', 'OverallRiskScore': 0}, {'ObstacleID': '30764', 'OverallRiskScore': 0}]","[30762, 30764]",30765,True,False,False,False,True
ESP_Barcelona-44_19_T-1,30743,"[{'ObstacleID': '30743', 'OverallRiskScore': 0}, {'ObstacleID': '30750', 'OverallRiskScore': 0}]","[30743, 30750]",,True,False,False,False,True
ESP_Barcelona-44_27_T-1,30760,[],[],30760,False,False,True,True,True
ESP_Barcelona-49_21_T-1,30784,[],[],30787,False,False,False,False,True
ESP_Barcelona-6_18_T-1,30746,[],[],30746,False,False,True,True,True
ESP_Bilbao-13_20_T-1,30801,[],[],30801,False,False,True,True,True
ESP_Bilbao-23_16_T-1,30921,"[{'ObstacleID': '30921', 'OverallRiskScore': 0}, {'ObstacleID': '30922', 'OverallRiskScore': 0}]","[30921, 30922]",,True,False,False,False,True
ESP_Bilbao-6_9_T-1,30693,[],[],30693,False,False,True,True,True
ESP_Ceuta-5_2_T-1,325,"[{'ObstacleID': '325', 'OverallRiskScore': 0}]",[325],31,True,True,False,True,True
ESP_Vigo-63_4_T-1,3044,[],[],3044,False,False,True,True,True
ESP_Vigo-70_2_T-1,3393,[],[],3393,False,False,True,True,True
ESP_Vigo-70_3_T-1,3395,"[{'ObstacleID': '3391', 'OverallRiskScore': 0}]",[3391],3395,False,False,True,True,True
ESP_Vigo-99_21_T-1,3511,[None],[None],3515,False,False,False,False,True
ESP_Vigo-99_28_T-1,3517,"[{'ObstacleID': '3511', 'OverallRiskScore': 0}, {'ObstacleID': '3515', 'OverallRiskScore': 0}]","[3511, 3515]",3517,False,False,True,True,True
ESP_Vigo-99_34_T-1,3523,[],[],3523,False,False,True,True,True
FRA_Dijon-13_1_T-1,30374,[],[],30374,False,False,True,True,True
FRA_Dijon-24_4_T-1,30504,"[{'ObstacleID': '30504', 'OverallRiskScore': 0}]",[30504],,True,True,False,True,True
FRA_Dijon-28_4_T-1,30532,[],[],30530,False,False,False,False,True
GRC_ArchaioLimani-46_1_T-2,21,"[{'ObstacleID': '21', 'OverallRiskScore': 0}]",[21],,True,True,False,True,True
GRC_NeaSmyrni-117_1_T-6,20039,[],[],20039,False,False,True,True,True
GRC_NeaSmyrni-154_1_T-2,20066,[None],[None],20066,False,False,True,True,True
GRC_NeaSmyrni-31_1_T-12,20084,[],[],20084,False,False,True,True,True
GRC_NeaSmyrni-73_1_T-10,20100,[],[],20090,False,False,False,False,True
GRC_NeaSmyrni-87_1_T-1,20039,[],[],20039,False,False,True,True,True
GRC_NeaSmyrni-98_1_T-1,20051,[],[],20051,False,False,True,True,True
ITA_Empoli-2_5_T-1,358,[],[],,False,False,False,False,True
ITA_Empoli-7_2_T-1,317,[None],[None],317,False,False,True,True,True
ITA_Siderno-5_3_T-1,344,[],[],344,False,False,True,True,True
USA_Austin-46_4_T-1,3277,[None],[None],3277,False,False,True,True,True
USA_Austin-64_7_T-1,3338,"[{'ObstacleID': '3338', 'OverallRiskScore': 0}]",[3338],3337,True,True,False,True,True
USA_Austin-77_10_T-1,3349,[],[],3349,False,False,True,True,True
USA_Austin-8_1_T-1,3301,[None],[None],3301,False,False,True,True,True
USA_Phoenix-17_14_T-1,3658,"[{'ObstacleID': '3655', 'OverallRiskScore': 0}, {'ObstacleID': '3658', 'OverallRiskScore': 0}, {'ObstacleID': '3659', 'OverallRiskScore': 0}]","[3655, 3658, 3659]",3657,True,False,False,False,True
USA_Phoenix-17_19_T-1,3667,"[{'ObstacleID': '3657', 'OverallRiskScore': 0}, {'ObstacleID': '3666', 'OverallRiskScore': 0}, {'ObstacleID': '3669', 'OverallRiskScore': 0}]","[3657, 3666, 3669]",3662,False,False,False,False,True
USA_Washington-12_15_T-1,30614,[],[],30614,False,False,True,True,True
USA_Washington-12_38_T-1,30629,[],[],30610,False,False,False,False,True
USA_Washington-32_46_T-1,30570,[],[],30568,False,False,False,False,True
USA_Washington-34_15_T-1,30579,[],[],30579,False,False,True,True,True
