Scenario,AnnotatedObstacleID,CollisionObstacleIDs,CleanedCollisionIDs,ExtremeRiskObstacleID,AnnotatedIDInCollisionIDs,AnnotatedIDIsOnlyCollisionID,AnnotatedIDIsExtremeRisk,CorrectlyIdentified,JsonFormat
DEU_Hennigsdorf-5_3_T-1,342,[],[],,False,False,False,False,True
DEU_Kiel-52_2_T-1,30666,[],[],,False,False,False,False,True
DEU_Leipzig-13_19_T-1,3254,[],[],,False,False,False,False,True
DEU_Leipzig-13_7_T-1,3254,[],[],,False,False,False,False,True
DEU_Leipzig-37_8_T-1,3074,[],[],,False,False,False,False,True
DEU_Leipzig-63_24_T-1,3261,[],[],3261,False,False,True,True,True
DEU_Lengede-44_1_T-6,109,"[{'ObstacleID': '109', 'OverallRiskScore': 0}]",[109],45,True,True,False,True,True
DEU_Memmingen-138_1_T-4,20036,"[{'ObstacleID': '20036', 'OverallRiskScore': 0}]",[20036],,True,True,False,True,True
DEU_Memmingen-1_1_T-5,20052,"[{'ObstacleID': '20052', 'OverallRiskScore': 0}]",[20052],,True,True,False,True,True
DEU_Muehlhausen-10_5_T-1,315,[],[],315,False,False,True,True,True
DEU_Muehlhausen-5_1_T-1,330,[],[],330,False,False,True,True,True
DEU_Nuremberg-24_13_T-1,30716,[],[],30716,False,False,True,True,True
DEU_Nuremberg-27_1_T-1,30628,[],[],30628,False,False,True,True,True
DEU_Nuremberg-29_9_T-1,30786,[],[],,False,False,False,False,True
DEU_Nuremberg-30_6_T-1,30604,[],[],,False,False,False,False,True
DEU_Nuremberg-6_21_T-1,30803,[],[],30803,False,False,True,True,True
DEU_Nuremberg-6_34_T-1,30796,[],[],,False,False,False,False,True
DEU_Salzwedel-74_1_T-4,20071,[],[],20071,False,False,True,True,True
DEU_Salzwedel-80_1_T-2,20029,[],[],20029,False,False,True,True,True
DEU_Schopfloch-6_1_T-2,20057,[],[],20057,False,False,True,True,True
DEU_Schweitenkirchen-4_1_T-12,426,[],[],426,False,False,True,True,True
DEU_Schweitenkirchen-5_1_T-36,625,[],[],,False,False,False,False,True
DEU_Schwetzingen-10_1_T-5,20130,[],[],,False,False,False,False,True
DEU_Schwetzingen-112_1_T-1,20046,[],[],20046,False,False,True,True,True
DEU_Schwetzingen-174_1_T-4,20111,[],[],20111,False,False,True,True,True
DEU_Schwetzingen-180_1_T-2,20094,[],[],20020,False,False,False,False,True
DEU_Schwetzingen-74_1_T-4,20064,[],[],20064,False,False,True,True,True
DEU_Weimar-57_1_T-1,17,[],[],,False,False,False,False,True
DEU_Weimar-68_1_T-3,60,[],[],60,False,False,True,True,True
DEU_Wolfsburg-39_1_T-8,20148,[],[],,False,False,False,False,True
ESP_Barcelona-10_44_T-1,30749,[],[],30735,False,False,False,False,True
ESP_Barcelona-12_43_T-1,30716,[],[],30716,False,False,True,True,True
ESP_Barcelona-21_6_T-1,30681,[],[],30681,False,False,True,True,True
ESP_Barcelona-38_52_T-1,30739,[],[],,False,False,False,False,True
ESP_Barcelona-39_11_T-1,30813,[],[],,False,False,False,False,True
ESP_Barcelona-39_27_T-1,30810,[],[],30810,False,False,True,True,True
ESP_Barcelona-3_13_T-1,30764,[],[],,False,False,False,False,True
ESP_Barcelona-3_6_T-1,30764,[],[],30764,False,False,True,True,True
ESP_Barcelona-44_19_T-1,30743,"[{'ObstacleID': '30743', 'OverallRiskScore': 1}]",[30743],,True,True,False,True,True
ESP_Barcelona-44_27_T-1,30760,[],[],30743,False,False,False,False,True
ESP_Barcelona-49_21_T-1,30784,[],[],30784,False,False,True,True,True
ESP_Barcelona-6_18_T-1,30746,"[{'ObstacleID': '30746', 'OverallRiskScore': 1}]",[30746],,True,True,False,True,True
ESP_Bilbao-13_20_T-1,30801,[],[],30801,False,False,True,True,True
ESP_Bilbao-23_16_T-1,30921,[],[],,False,False,False,False,True
ESP_Bilbao-6_9_T-1,30693,[],[],30693,False,False,True,True,True
ESP_Ceuta-5_2_T-1,325,"[{'ObstacleID': '325', 'OverallRiskScore': 0}]",[325],31,True,True,False,True,True
ESP_Vigo-63_4_T-1,3044,[],[],3044,False,False,True,True,True
ESP_Vigo-70_2_T-1,3393,"[{'ObstacleID': '3393', 'OverallRiskScore': 1}]",[3393],3393,True,True,True,True,True
ESP_Vigo-70_3_T-1,3395,[],[],3395,False,False,True,True,True
ESP_Vigo-99_21_T-1,3511,"[{'ObstacleID': '3515', 'OverallRiskScore': 0}]",[3515],,False,False,False,False,True
ESP_Vigo-99_28_T-1,3517,[],[],3517,False,False,True,True,True
ESP_Vigo-99_34_T-1,3523,"[{'ObstacleID': '3523', 'OverallRiskScore': 0}]",[3523],,True,True,False,True,True
FRA_Dijon-13_1_T-1,30374,[],[],30374,False,False,True,True,True
FRA_Dijon-24_4_T-1,30504,[],[],30504,False,False,True,True,True
FRA_Dijon-28_4_T-1,30532,[],[],,False,False,False,False,True
GRC_ArchaioLimani-46_1_T-2,21,[],[],21,False,False,True,True,True
GRC_NeaSmyrni-117_1_T-6,20039,[],[],20039,False,False,True,True,True
GRC_NeaSmyrni-154_1_T-2,20066,"[{'ObstacleID': '20066', 'OverallRiskScore': 0}]",[20066],,True,True,False,True,True
GRC_NeaSmyrni-31_1_T-12,20084,[],[],20084,False,False,True,True,True
GRC_NeaSmyrni-73_1_T-10,20100,[],[],,False,False,False,False,True
GRC_NeaSmyrni-87_1_T-1,20039,[],[],,False,False,False,False,True
GRC_NeaSmyrni-98_1_T-1,20051,[],[],20051,False,False,True,True,True
ITA_Empoli-2_5_T-1,358,[],[],,False,False,False,False,True
ITA_Empoli-7_2_T-1,317,[],[],317,False,False,True,True,True
ITA_Siderno-5_3_T-1,344,[],[],344,False,False,True,True,True
USA_Austin-46_4_T-1,3277,[],[],3277,False,False,True,True,True
USA_Austin-64_7_T-1,3338,[],[],3338,False,False,True,True,True
USA_Austin-77_10_T-1,3349,[],[],3349,False,False,True,True,True
USA_Austin-8_1_T-1,3301,[],[],3301,False,False,True,True,True
USA_Phoenix-17_14_T-1,3658,[],[],3658,False,False,True,True,True
USA_Phoenix-17_19_T-1,3667,[],[],,False,False,False,False,True
USA_Washington-12_15_T-1,30614,[],[],30614,False,False,True,True,True
USA_Washington-12_38_T-1,30629,[],[],,False,False,False,False,True
USA_Washington-32_46_T-1,30570,[],[],30570,False,False,True,True,True
USA_Washington-34_15_T-1,30579,[],[],30579,False,False,True,True,True
